db_path,table_name,test_category,query,model,AI_answer,SQL_query,failed_attempts,execution_type,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order,num_tables,total_columns,total_rows,total_numeric_columns,total_categorical_columns,avg_columns_per_table,avg_rows_per_table,avg_numeric_categorical_ratio,avg_unique_vals,max_unique_vals,avg_data_sparsity,num_columns,num_rows,num_numeric_columns,num_categorical_columns,numeric_categorical_ratio,num_selected_columns,num_order_columns,limit_value,syntax_complexity,has_where,has_group_by,has_having,has_order_by,has_limit,has_distinct,has_join,has_subquery,has_union,has_aggregation,query_complexity,text_length,num_tokens,num_words,num_nouns,num_verbs,num_adjectives,num_entities,num_clauses,avg_sentence_length,keyword_score,semantic_complexity,token_prompt_count
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_auto,ORDERBY-PROJECT,Select only the column `Marca` from `dataset_auto`. Sort it in ascending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Fiat'], ['Renault'], ['Tesla'], ['Nissan'], ['Peugeot']]",SELECT `Marca` FROM `dataset_auto` ORDER BY `Marca` ASC LIMIT 5,0,remove,0.0,0.6,0.6,0.0,1.0,0.6,1.0,1,7,10,0,7,7.0,10.0,0.0,7.857142857142857,10,0.0,7,10,0,7,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2201174656391143,109,24,16,4,4,1,3,0,12.0,2,0.1804366409778595,961
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_auto,ORDERBY-PROJECT,Select only the column `Marca` from `dataset_auto`. Sort it in descending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Volvo'], ['Volkswagen'], ['Toyota'], ['Tesla'], ['Skoda']]",SELECT `Marca` FROM `dataset_auto` ORDER BY `Marca` DESC LIMIT 5,0,remove,0.0,0.8,0.8,0.0,1.0,0.8,1.0,1,7,10,0,7,7.0,10.0,0.0,7.857142857142857,10,0.0,7,10,0,7,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2199274377822876,110,24,16,4,4,1,3,0,12.0,2,0.1731859445571899,961
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_auto,ORDERBY-PROJECT,Select only the column `Modello` from `dataset_auto`. Sort it in ascending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Fiat'], ['Mazda'], ['Nissan'], ['Peugeot'], ['Renault']]",SELECT `Modello` FROM `dataset_auto` ORDER BY `Modello` ASC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,7,10,0,7,7.0,10.0,0.0,7.857142857142857,10,0.0,7,10,0,7,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2227784126758575,111,24,16,4,4,1,3,0,12.0,2,0.2419603168964386,962
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_auto,ORDERBY-PROJECT,Select only the column `Anno` from `dataset_auto`. Sort it in ascending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['2020'], ['2020'], ['2020'], ['2020'], ['2020']]",SELECT `Anno` FROM `dataset_auto` ORDER BY `Anno` ASC LIMIT 5,0,remove,0.0,1.0,0.5,0.0,1.0,0.0,1.0,1,7,10,0,7,7.0,10.0,0.0,7.857142857142857,10,0.0,7,10,0,7,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2257478669166565,108,24,16,4,4,1,2,0,12.0,2,0.3236966729164123,962
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_auto,ORDERBY-PROJECT,Select only the column `Anno` from `dataset_auto`. Sort it in descending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['2022'], ['2022'], ['2022'], ['2022'], ['2022']]",SELECT `Anno` FROM `dataset_auto` ORDER BY `Anno` DESC LIMIT 5,0,remove,0.0,1.0,0.5,0.0,1.0,0.0,1.0,1,7,10,0,7,7.0,10.0,0.0,7.857142857142857,10,0.0,7,10,0,7,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2255847398281097,109,24,16,4,4,1,2,0,12.0,2,0.3171184957027435,962
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_auto,ORDERBY-PROJECT,Select only the column `Paese di produzione` from `dataset_auto`. Sort it in ascending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Germania'], ['Italia'], ['Stati Uniti'], ['Giappone'], ['Francia']]",SELECT `Paese di produzione` FROM `dataset_auto` ORDER BY `Paese di produzione` ASC LIMIT 5,0,remove,0.0,0.6,1.0,0.0,1.0,0.333,0.25,1,7,10,0,7,7.0,10.0,0.0,7.857142857142857,10,0.0,7,10,0,7,0.0,1,3,5.0,12.4,False,False,False,True,True,False,False,False,False,False,0.2372033046563466,123,26,18,5,4,1,3,0,13.0,2,0.2142492830753326,965
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_auto,ORDERBY-PROJECT,Project the Paese di produzione ordered in ascending order for the table dataset_auto and show only the first 5 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['208', 'Peugeot', '2022', 'Hatchback', '100', '4.5', 'Francia'], ['A4', 'Audi', '2022', 'Berlina', '150', '5.7', 'Germania'], ['Clio V', 'Renault', '2021', 'Hatchback', '90', '4.3', 'Francia'], ['CX-5', 'Mazda', '2021', 'SUV', '165', '6.8', 'Giappone'], ['Golf VIII', 'Volkswagen', '2021', 'Berlina', '130', '5.1', 'Germania']]",SELECT `Paese di produzione` FROM `dataset_auto` ORDER BY `Paese di produzione` ASC LIMIT 5,0,remove,0.0,0.107,1.0,0.0,1.0,0.0,0.5,1,7,10,0,7,7.0,10.0,0.0,7.857142857142857,10,0.0,7,10,0,7,0.0,1,3,5.0,12.4,False,False,False,True,True,False,False,False,False,False,0.2410724280516306,119,20,18,6,4,1,3,0,20.0,1,0.4376440346240997,961
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_auto,ORDERBY-PROJECT,Project the Paese di produzione ordered in descending order for the table dataset_auto and show only the first 5 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['XC60', 'Volvo', '2022', 'SUV', '250', '7.1', 'Svezia'], ['CX-5', 'Mazda', '2021', 'SUV', '165', '6.8', 'Giappone'], ['Qashqai', 'Nissan', '2021', 'SUV', '140', '6.2', 'Regno Unito'], ['A4', 'Audi', '2022', 'Berlina', '150', '5.7', 'Germania'], ['Golf VIII', 'Volkswagen', '2021', 'Berlina', '130', '5.1', 'Germania']]",SELECT `Paese di produzione` FROM `dataset_auto` ORDER BY `Paese di produzione` DESC LIMIT 5,0,remove,0.0,0.107,0.6,0.0,1.0,0.0,0.5,1,7,10,0,7,7.0,10.0,0.0,7.857142857142857,10,0.0,7,10,0,7,0.0,1,3,5.0,12.4,False,False,False,True,True,False,False,False,False,False,0.2406208979288737,120,20,18,6,4,1,3,0,20.0,1,0.4238557815551758,961
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_film_famosi,ORDERBY-SINGLE,"List the top 5 rows from the table `dataset_film_famosi`, sorted by the column `Anno` in ascending order.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Il Padrino', 'Francis Ford Coppola', 'Drammatico', '175', '3', '1972'], [""Schindler's List"", 'Steven Spielberg', 'Storico', '195', '7', '1993'], ['Pulp Fiction', 'Quentin Tarantino', 'Crime', '154', '1', '1994'], ['Forrest Gump', 'Robert Zemeckis', 'Drammatico', '142', '6', '1994'], ['Gladiator', 'Ridley Scott', 'Storico', '155', '5', '2000']]",SELECT * FROM `dataset_film_famosi` ORDER BY `Anno` ASC LIMIT 5,0,remove,0.0,0.815,0.815,0.0,1.0,0.8,0.5,1,6,10,0,6,6.0,10.0,0.0,8.666666666666666,10,0.0,6,10,0,6,0.0,6,1,5.0,14.3,False,False,False,True,True,False,False,False,False,False,0.2801385556856791,105,23,15,6,3,1,1,0,23.0,3,0.4742972254753113,868
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_film_famosi,ORDERBY-SINGLE,"List the top 5 rows from the table `dataset_film_famosi`, sorted by the column `Anno` in descending order.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['La La Land', 'Damien Chazelle', 'Musical', '128', '6', '2016'], ['Inception', 'Christopher Nolan', 'Sci-Fi', '148', '4', '2010'], ['The Departed', 'Martin Scorsese', 'Crime', '151', '4', '2006'], ['Gladiator', 'Ridley Scott', 'Storico', '155', '5', '2000'], ['Il Signore degli Anelli: Il ritorno del re', 'Peter Jackson', 'Fantasy', '201', '11', '2003']]",SELECT * FROM `dataset_film_famosi` ORDER BY `Anno` DESC LIMIT 5,0,remove,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1,6,10,0,6,6.0,10.0,0.0,8.666666666666666,10,0.0,6,10,0,6,0.0,6,1,5.0,14.3,False,False,False,True,True,False,False,False,False,False,0.2752998411814372,106,23,15,5,3,1,1,0,23.0,3,0.4758293628692627,868
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_film_famosi,ORDERBY-SINGLE,Show the first 5 entries ordered by Anno in ascending order for the table dataset_film_famosi,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Il Padrino', 'Francis Ford Coppola', 'Drammatico', '175', '3', '1972'], [""Schindler's List"", 'Steven Spielberg', 'Storico', '195', '7', '1993'], ['Pulp Fiction', 'Quentin Tarantino', 'Crime', '154', '1', '1994'], ['Forrest Gump', 'Robert Zemeckis', 'Drammatico', '142', '6', '1994'], ['Gladiator', 'Ridley Scott', 'Storico', '155', '5', '2000']]",SELECT * FROM `dataset_film_famosi` ORDER BY `Anno` ASC LIMIT 5,0,remove,0.0,0.815,0.815,0.0,1.0,0.8,0.5,1,6,10,0,6,6.0,10.0,0.0,8.666666666666666,10,0.0,6,10,0,6,0.0,6,1,5.0,14.3,False,False,False,True,True,False,False,False,False,False,0.1976589100837707,93,15,13,3,4,1,3,0,15.0,1,0.5839727520942688,862
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_film_famosi,ORDERBY-SINGLE,Show the first 5 entries ordered by Anno in descending order for the table dataset_film_famosi,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['La La Land', 'Damien Chazelle', 'Musical', '128', '6', '2016'], ['Inception', 'Christopher Nolan', 'Sci-Fi', '148', '4', '2010'], ['The Departed', 'Martin Scorsese', 'Crime', '151', '4', '2006'], ['Il Signore degli Anelli: Il ritorno del re', 'Peter Jackson', 'Fantasy', '201', '11', '2003'], ['Gladiator', 'Ridley Scott', 'Storico', '155', '5', '2000']]",SELECT * FROM `dataset_film_famosi` ORDER BY `Anno` DESC LIMIT 5,0,remove,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1,6,10,0,6,6.0,10.0,0.0,8.666666666666666,10,0.0,6,10,0,6,0.0,6,1,5.0,14.3,False,False,False,True,True,False,False,False,False,False,0.1978024119377136,94,15,13,3,4,1,3,0,15.0,1,0.5850602984428406,862
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_film_famosi,ORDERBY-PROJECT,Select only the column `Anno` from `dataset_film_famosi`. Sort it in ascending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[1972], [1994], [1994], [1997], [2003]]",SELECT `Anno` FROM `dataset_film_famosi` ORDER BY `Anno` ASC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,6,10,0,6,6.0,10.0,0.0,8.666666666666666,10,0.0,6,10,0,6,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2351638207435608,115,24,16,5,4,1,2,0,12.0,2,0.4165955185890198,869
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_film_famosi,ORDERBY-PROJECT,Select only the column `Anno` from `dataset_film_famosi`. Sort it in descending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[2010], [2006], [2003], [2000], [1998]]",SELECT `Anno` FROM `dataset_film_famosi` ORDER BY `Anno` DESC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,6,10,0,6,6.0,10.0,0.0,8.666666666666666,10,0.0,6,10,0,6,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2349537287712097,116,24,16,5,4,1,2,0,12.0,2,0.4088432192802429,869
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_film_famosi,ORDERBY-PROJECT,Select only the column `Titolo` from `dataset_film_famosi`. Sort it in ascending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Il Padrino'], ['Forrest Gump'], ['Pulp Fiction'], [""Schindler's List""], ['The Lord of the Rings']]",SELECT `Titolo` FROM `dataset_film_famosi` ORDER BY `Titolo` ASC LIMIT 5,0,remove,0.0,0.4,0.4,0.0,1.0,0.4,0.0,1,6,10,0,6,6.0,10.0,0.0,8.666666666666666,10,0.0,6,10,0,6,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.226659212064743,117,24,16,4,4,1,3,0,12.0,2,0.323980301618576,869
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_film_famosi,ORDERBY-PROJECT,Select only the column `Genere` from `dataset_film_famosi`. Sort it in ascending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Drammatico'], ['Drammatico'], ['Drammatico'], ['Epico'], ['Giallo']]",SELECT `Genere` FROM `dataset_film_famosi` ORDER BY `Genere` ASC LIMIT 5,0,remove,0.0,0.333,0.333,0.0,1.0,0.0,1.0,1,6,10,0,6,6.0,10.0,0.0,8.666666666666666,10,0.0,6,10,0,6,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.225854027223587,117,24,16,4,4,2,2,0,12.0,2,0.3038506805896759,869
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_film_famosi,ORDERBY-PROJECT,Project the Anno ordered in ascending order for the table dataset_film_famosi and show only the first 5 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Il Padrino', 'Francis Ford Coppola', 'Drammatico', '175', '3', '1972'], [""Schindler's List"", 'Steven Spielberg', 'Storico', '195', '7', '1993'], ['Pulp Fiction', 'Quentin Tarantino', 'Crime', '154', '1', '1994'], ['Forrest Gump', 'Robert Zemeckis', 'Drammatico', '142', '6', '1994'], ['Gladiator', 'Ridley Scott', 'Storico', '155', '5', '2000']]",SELECT `Anno` FROM `dataset_film_famosi` ORDER BY `Anno` ASC LIMIT 5,0,remove,0.0,0.111,0.75,0.0,1.0,0.0,0.5,1,6,10,0,6,6.0,10.0,0.0,8.666666666666666,10,0.0,6,10,0,6,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2190458537101745,111,18,16,3,4,1,2,0,18.0,1,0.598646342754364,865
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_film_famosi,ORDERBY-PROJECT,Project the Anno ordered in descending order for the table dataset_film_famosi and show only the first 5 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['La La Land', 'Damien Chazelle', 'Musical', '128', '6', '2016'], ['Inception', 'Christopher Nolan', 'Sci-Fi', '148', '4', '2010'], ['The Departed', 'Martin Scorsese', 'Crime', '151', '4', '2006'], ['Gladiator', 'Ridley Scott', 'Storico', '155', '5', '2000'], ['Il Signore degli Anelli: Il ritorno del re', 'Peter Jackson', 'Fantasy', '201', '11', '2003']]",SELECT `Anno` FROM `dataset_film_famosi` ORDER BY `Anno` DESC LIMIT 5,0,remove,0.0,0.172,1.0,0.0,1.0,0.0,0.5,1,6,10,0,6,6.0,10.0,0.0,8.666666666666666,10,0.0,6,10,0,6,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2191725995063781,112,18,16,3,4,1,2,0,18.0,1,0.5993149876594543,865
data/reduced_db/db_categorical_simple_r_10.sqlite,dataset_film_famosi,ORDERBY-PROJECT,Project the Genere ordered in ascending order for the table dataset_film_famosi and show only the first 5 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Forrest Gump', '1994', 'Robert Zemeckis', '142', '6', 'Drammatico'], ['Gladiator', '2000', 'Ridley Scott', '155', '5', 'Epico'], ['Il Padrino', '1972', 'Francis Ford Coppola', '175', '3', 'Criminale'], ['Il Signore degli Anelli: Il ritorno del re', '2003', 'Peter Jackson', '201', '11', 'Fantasy'], ['Inception', '2010', 'Christopher Nolan', '148', '4', 'Sci-Fi']]",SELECT `Genere` FROM `dataset_film_famosi` ORDER BY `Genere` ASC LIMIT 5,0,remove,0.0,0.067,0.667,0.0,1.0,0.0,0.5,1,6,10,0,6,6.0,10.0,0.0,8.666666666666666,10,0.0,6,10,0,6,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2158122900009155,113,18,16,3,4,1,2,0,18.0,1,0.5128072500228882,865
data/reduced_db/db_categorical_simple_r_10.sqlite,monumenti_reali,ORDERBY-SINGLE,"List the top 5 rows from the table `monumenti_reali`, sorted by the column `nome` in descending order.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['USA', '93.0', '1886', 'rame', 'Unknown'], ['Regno Unito', '96.0', '1859', 'pietra', 'Unknown'], ['Italia', '56.7', '1173', 'marmo', 'Unknown'], ['Italia', '48.0', '80', 'travertino', 'Unknown'], ['India', '73.0', '1643', 'marmo', 'Unknown']]",SELECT * FROM `monumenti_reali` ORDER BY `nome` DESC LIMIT 5,0,remove,0.0,0.579,0.458,0.0,1.0,0.0,0.5,1,5,10,0,5,5.0,10.0,0.0,9.4,10,0.0,5,10,0,5,0.0,5,1,5.0,13.8,False,False,False,True,True,False,False,False,False,False,0.2610677906195322,102,23,15,5,3,2,1,0,23.0,3,0.13002809882164,795
data/reduced_db/db_categorical_simple_r_10.sqlite,monumenti_reali,ORDERBY-PROJECT,Select only the column `paese` from `monumenti_reali`. Sort it in ascending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Cina'], ['Egitto'], ['Francia'], ['Giordania'], ['India']]",SELECT `paese` FROM `monumenti_reali` ORDER BY `paese` ASC LIMIT 5,0,remove,0.0,0.8,0.8,0.0,1.0,0.8,1.0,1,5,10,0,5,5.0,10.0,0.0,9.4,10,0.0,5,10,0,5,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2142862570255994,112,24,16,4,4,2,2,0,12.0,2,0.0271564256399869,797
data/reduced_db/db_categorical_simple_r_10.sqlite,monumenti_reali,ORDERBY-PROJECT,Select only the column `paese` from `monumenti_reali`. Sort it in descending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['India'], ['Egitto'], ['Cina'], ['Italia'], ['Francia']]",SELECT `paese` FROM `monumenti_reali` ORDER BY `paese` DESC LIMIT 5,0,remove,0.0,0.4,0.5,0.0,1.0,0.25,0.0,1,5,10,0,5,5.0,10.0,0.0,9.4,10,0.0,5,10,0,5,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.213894529658556,113,24,16,4,4,2,2,0,12.0,2,0.0148632414638996,797
data/reduced_db/db_categorical_simple_r_10.sqlite,monumenti_reali,ORDERBY-PROJECT,Select only the column `materiale` from `monumenti_reali`. Sort it in ascending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Pietra'], ['Pietra'], ['Pietra'], ['Pietra'], ['Pietra']]",SELECT `materiale` FROM `monumenti_reali` ORDER BY `materiale` ASC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,5,10,0,5,5.0,10.0,0.0,9.4,10,0.0,5,10,0,5,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2157382874250412,116,24,16,4,4,2,2,0,12.0,2,0.0534571856260299,798
data/reduced_db/db_categorical_simple_r_10.sqlite,monumenti_reali,ORDERBY-PROJECT,Select only the column `materiale` from `monumenti_reali`. Sort it in descending order and return the first 5 values.,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Pietra'], ['Pietra'], ['Acciaio'], ['Rame'], ['Pietra']]",SELECT `materiale` FROM `monumenti_reali` ORDER BY `materiale` DESC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,5,10,0,5,5.0,10.0,0.0,9.4,10,0.0,5,10,0,5,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2153626515984535,117,24,16,4,4,2,2,0,12.0,2,0.041566289961338,798
data/reduced_db/db_categorical_simple_r_10.sqlite,monumenti_reali,ORDERBY-PROJECT,Project the paese ordered in ascending order for the table monumenti_reali and show only the first 5 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Big Ben', '96.0', '1859', 'pietra', 'Regno Unito'], ['Colosseo', '48.0', '80', 'travertino', 'Italia'], ['Cristo Redentore', '38.0', '1931', 'cemento armato', 'Brasile'], ['Grande Muraglia', '7.8', '-221', 'pietra', 'Cina'], ['Petra', '40.0', '-300', 'arenaria', 'Giordania']]",SELECT `paese` FROM `monumenti_reali` ORDER BY `paese` ASC LIMIT 5,0,remove,0.0,0.125,0.6,0.0,1.0,0.0,0.5,1,5,10,0,5,5.0,10.0,0.0,9.4,10,0.0,5,10,0,5,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2149326787471771,108,18,16,5,4,1,2,0,18.0,1,0.2533169686794281,792
data/reduced_db/db_categorical_simple_r_10.sqlite,monumenti_reali,ORDERBY-PROJECT,Project the materiale ordered in ascending order for the table monumenti_reali and show only the first 5 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Colosseo', 'Italia', '48.0', '80', 'Pietra'], ['Cristo Redentore', 'Brasile', '38.0', '1931', 'Pietra e cemento'], ['Petra', 'Giordania', '40.0', '-300', 'Pietra'], ['Grande Muraglia', 'Cina', '7.8', '-221', 'Pietra e terra'], ['Torre di Pisa', 'Italia', '56.7', '1173', 'Pietra']]",SELECT `materiale` FROM `monumenti_reali` ORDER BY `materiale` ASC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,5,10,0,5,5.0,10.0,0.0,9.4,10,0.0,5,10,0,5,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2159769000530242,112,18,16,5,4,1,2,0,18.0,1,0.2694225013256073,792
data/reduced_db/db_categorical_simple_r_10.sqlite,monumenti_reali,ORDERBY-PROJECT,Project the materiale ordered in descending order for the table monumenti_reali and show only the first 5 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Tour Eiffel', 'Francia', '330.0', '1889', 'Acciaio'], ['Piramide di Cheope', 'Egitto', '138.8', '-2560', 'Pietra calcarea'], ['Big Ben', 'Regno Unito', '96.0', '1859', 'Pietra e acciaio'], ['Colosseo', 'Italia', '48.0', '80', 'Pietra travertina'], ['Torre di Pisa', 'Italia', '56.7', '1173', 'Marmo e pietra']]",SELECT `materiale` FROM `monumenti_reali` ORDER BY `materiale` DESC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,5,10,0,5,5.0,10.0,0.0,9.4,10,0.0,5,10,0,5,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2156448808193206,113,18,16,5,4,1,2,0,18.0,1,0.2586220204830169,792
data/reduced_db/db_categorical_simple_r_15.sqlite,dataset_animali,ORDERBY-PROJECT,Select only the column `Habitat` from `dataset_animali`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Antartide e oceano'], ['Artide e ghiaccio'], ['Foresta pluviale'], ['Foresta pluviale'], ['Foresta tropicale']]",SELECT `Habitat` FROM `dataset_animali` ORDER BY `Habitat` ASC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,5,15,0,5,5.0,15.0,0.0,11.0,15,0.0,5,15,0,5,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2129127326250076,114,24,16,3,4,2,3,0,12.0,2,0.1128183156251907,1004
data/reduced_db/db_categorical_simple_r_15.sqlite,dataset_animali,ORDERBY-PROJECT,Project the Classe ordered in ascending order for the table dataset_animali and show only the first 5 entries,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Mammiferi'], ['Mammiferi'], ['Rettili'], ['Uccelli'], ['Uccelli']]",SELECT `Classe` FROM `dataset_animali` ORDER BY `Classe` ASC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,5,15,0,5,5.0,15.0,0.0,11.0,15,0.0,5,15,0,5,0.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.238986012840271,109,18,16,3,4,1,3,1,18.0,1,0.3521503210067749,998
data/reduced_db/db_categorical_simple_r_15.sqlite,dataset_auto,ORDERBY-SINGLE,"List the top 5 rows from the table `dataset_auto`, sorted by the column `Anno` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Golf VIII', 'Volkswagen', 'Berlina', '130', '5.1', 'Germania', '2010'], ['Panda', 'Fiat', 'Citycar', '69', '4.9', 'Italia', '2012'], ['Model 3', 'Tesla', 'Berlina', '283', '0.0 (elettrica)', 'USA', '2017'], ['Qashqai', 'Nissan', 'SUV', '140', '6.2', 'Regno Unito', '2014'], ['208', 'Peugeot', 'Hatchback', '100', '4.5', 'Francia', '2015']]",SELECT * FROM `dataset_auto` ORDER BY `Anno` ASC LIMIT 5,0,remove,0.0,0.588,0.645,0.0,1.0,0.0,0.5,1,7,15,0,7,7.0,15.0,0.0,10.285714285714286,15,0.0,7,15,0,7,0.0,7,1,5.0,14.8,False,False,False,True,True,False,False,False,False,False,0.2762011508623759,98,23,15,6,3,1,1,0,23.0,3,0.3933621048927307,1169
data/reduced_db/db_categorical_simple_r_15.sqlite,dataset_auto,ORDERBY-SINGLE,"List the top 5 rows from the table `dataset_auto`, sorted by the column `Modello` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['BMW', '2022', 'Berlina', '184', '5.6', 'Germania'], ['Fiat', '2020', 'Citycar', '69', '4.9', 'Italia'], ['Fiat', '2023', 'Citycar', '118', '0.0 (elettrica)', 'Italia'], ['Hyundai', '2022', 'SUV', '150', '6.4', 'Corea del Sud'], ['Kia', '2023', 'SUV', '160', '6.3', 'Corea del Sud']]",SELECT * FROM `dataset_auto` ORDER BY `Modello` ASC LIMIT 5,0,remove,0.0,0.478,0.355,0.0,1.0,0.0,0.5,1,7,15,0,7,7.0,15.0,0.0,10.285714285714286,15,0.0,7,15,0,7,0.0,7,1,5.0,14.8,False,False,False,True,True,False,False,False,False,False,0.2694933111826578,101,23,15,5,3,1,2,0,23.0,3,0.3431661128997803,1169
